ID,Nombre,Clasificación,Proceso,Periodicidad,Sentido,Fórmula,Responsable,Fuente
382,Cumplimiento de matrículas pregrado virtual nuevos,✅,✅,✅,✅,✅,✅,Ficha Técnica
383,Cumplimiento de matrículas posgrado virtual nuevos,✅,✅,✅,✅,✅,✅,Ficha Técnica
384,Cumplimiento de matrículas posgrado presencial nue,✅,✅,✅,✅,✅,✅,Ficha Técnica
385,Ingresos totales de educación para la vida,✅,✅,✅,✅,✅,✅,Ficha Técnica
386,Cumplimiento Meta comercial Educación para toda la,✅,✅,✅,✅,✅,✅,Ficha Técnica
387,Programas con reforzamiento curricular por escuela,✅,✅,✅,✅,✅,✅,Ficha Técnica
388,Programas con matriz de resultados de aprendizaje ,✅,✅,✅,❌,❌,❌,Ficha Técnica
389,Permanencia por escuela,✅,✅,✅,✅,✅,✅,Ficha Técnica
390,Cumplimiento Plan Anual por escuela,✅,✅,✅,✅,✅,✅,Ficha Técnica
391,Satisfacción del cliente con campañas integradas d,✅,✅,✅,✅,✅,✅,Ficha Técnica
392,Ahorro institucional con base en la monetización d,✅,✅,✅,✅,✅,✅,Ficha Técnica
393,Disminución de los tiempos empleados en el desarro,✅,✅,✅,✅,✅,✅,Ficha Técnica
394,Publicaciones en medios de comunicación Tier 1 y T,✅,✅,✅,✅,✅,✅,Ficha Técnica
395,Publicaciones en medios de comunicación de la regi,✅,✅,✅,✅,✅,✅,Ficha Técnica
396,Publicaciones en el Campus Virtual,✅,✅,✅,✅,✅,✅,Ficha Técnica
397,Gestión de casos del Estudio de Grabación Virtual,✅,✅,✅,✅,✅,✅,Ficha Técnica
398,Participación en actividades de desarrollo de Cult,✅,✅,✅,✅,✅,✅,Ficha Técnica
399,Sesiones de Acompañamiento a emprendedores en crea,✅,✅,✅,✅,✅,✅,Ficha Técnica
400,Puesta en marcha de proyectos de emprendimiento,✅,✅,✅,✅,✅,✅,Ficha Técnica
401,Producción de nuevos MI-Books,✅,✅,✅,✅,✅,✅,Ficha Técnica
402,Informe anual de consulta de MI-Books- Metrica,✅,✅,✅,✅,✅,✅,Ficha Técnica
403,Número de estudiantes que ha realizado la simulaci,✅,✅,✅,✅,✅,✅,Ficha Técnica
404,Casos presentados y solucionados,✅,✅,✅,✅,✅,✅,Ficha Técnica
405,Proyecto de reingenieria y arquitectura de softwar,✅,✅,✅,✅,✅,✅,Ficha Técnica
406,Programas con condiciones iniciales aprobadas por ,✅,✅,✅,✅,✅,✅,Ficha Técnica
407,Programas 1ra fase de condiciones iniciales radica,✅,✅,✅,✅,✅,✅,Ficha Técnica
408,Programas nuevos radicados por facultad,✅,✅,✅,✅,✅,✅,Ficha Técnica
409,Oportunidad en tiempo de envios,✅,✅,✅,✅,✅,✅,Ficha Técnica
410,Solicitudes de gestión documental,✅,✅,✅,❌,❌,✅,Ficha Técnica
411,Cumplimiento Planes De Relacionamiento,✅,✅,✅,✅,✅,✅,Ficha Técnica
412,Participación en eventos externos de impacto,✅,✅,✅,✅,✅,✅,Ficha Técnica
413,Participación del Poli como sede o patrocinador,✅,✅,✅,✅,✅,✅,Ficha Técnica
414,Cumplimiento Plan Anual Rectoría,✅,✅,✅,✅,✅,✅,Ficha Técnica
415,Cumplimiento Plan Anual Vicerrectoría del estudian,✅,✅,✅,✅,✅,✅,Ficha Técnica
416,Cumplimiento Plan Anual Vicerrectoría de crecimien,✅,✅,✅,✅,✅,✅,Ficha Técnica
417,Cumplimiento Plan Anual Vicerrectoría Financiera,✅,✅,✅,✅,✅,✅,Ficha Técnica
418,Cumplimiento Plan Anual Vicerrectoría Académica,✅,✅,✅,✅,✅,✅,Ficha Técnica
420,Cumplimiento Plan Anual Gerencia de estrategia,✅,✅,✅,✅,✅,✅,Ficha Técnica
421,Total Leads por canales de captación,✅,✅,✅,✅,✅,✅,Ficha Técnica
422,Total conversión,✅,✅,✅,✅,✅,✅,Ficha Técnica
423,Brand equity,✅,✅,✅,✅,✅,✅,Ficha Técnica
424,Conocimiento espontáneo,✅,✅,✅,✅,✅,✅,Ficha Técnica
425,Cumplimiento Leads Educación para la vida,✅,✅,✅,✅,✅,✅,Ficha Técnica
426,Cumplimiento en la respuesta a solicitudes de comu,✅,✅,✅,✅,✅,✅,Ficha Técnica
427,Consumo de Agua per Cápita Semestral,✅,✅,✅,✅,✅,✅,Ficha Técnica
428,Consumo de Energía Eléctrica per Cápita Semestral,✅,✅,✅,✅,✅,✅,Ficha Técnica
429,Generación de Residuos Sólidos per Cápita Semestra,✅,✅,✅,✅,✅,✅,Ficha Técnica
430,Cumplimiento ingresos por matriculas,✅,✅,✅,✅,✅,✅,Ficha Técnica
431,Gestión de casos de salud que impactan a los colab,✅,✅,✅,✅,✅,✅,Ficha Técnica
432,Intervención a la gestión del riesgo de los colabo,✅,✅,✅,✅,✅,✅,Ficha Técnica
433,Generación de Residuos Peligrosos per Cápita Semes,✅,✅,✅,✅,✅,✅,Ficha Técnica
434,Generación de Residuos Peligrosos Mensual,✅,✅,✅,✅,✅,✅,Ficha Técnica
435,Disminución de la Generación de Residuos Peligroso,✅,✅,✅,✅,✅,✅,Ficha Técnica
436,ANS documentos operativos,✅,✅,✅,✅,✅,✅,Ficha Técnica
437,Nivel de Satisfacción Servicios Prestados - Riesgo,✅,✅,✅,✅,✅,✅,Ficha Técnica
439,Disponibilidad de catálogo de asignaturas pregrado,✅,✅,✅,✅,✅,✅,Ficha Técnica
440,Aseguramiento de matricula académica virtual,✅,✅,✅,✅,✅,✅,Ficha Técnica
441,Cumplimiento a cronograma de proyectos 2024.,✅,✅,✅,✅,✅,✅,Ficha Técnica
442,Participación de docentes invitados en eventos aca,✅,✅,✅,✅,✅,✅,Ficha Técnica
443,Participación de estudiantes invitados en eventos ,✅,✅,✅,✅,✅,✅,Ficha Técnica
444,CES Proceso de grados,✅,✅,✅,✅,✅,✅,Ficha Técnica
445,Satisfacción del proceso de grados virtual,✅,✅,✅,✅,✅,✅,Ficha Técnica
446,Oportunidad Tiempos de respuesta homologaciones,✅,✅,✅,✅,✅,✅,Ficha Técnica
447,Participación en actividades culturales,✅,✅,✅,✅,✅,✅,Ficha Técnica
448,Participación en actividades de formación,✅,✅,✅,✅,✅,✅,Ficha Técnica
449,Cumplimiento en la supervisión y monitoreo a los p,✅,✅,✅,✅,✅,✅,Ficha Técnica
450,N° de riesgos materializados,✅,✅,✅,✅,✅,✅,Ficha Técnica
451,% Participación de publicaciones positiva,✅,✅,✅,✅,✅,✅,Ficha Técnica
452,Seguimiento a eventos internos y externos instituc,✅,✅,✅,✅,✅,✅,Ficha Técnica
453,Número de cursos diseñados,✅,✅,✅,✅,✅,✅,Ficha Técnica
454,Satisfacción de la calidad del contenido,✅,✅,✅,✅,✅,✅,Ficha Técnica
455,ANS Diseño de contenidos virtuales,✅,✅,✅,✅,✅,✅,Ficha Técnica
456,Impacto de campañas de Mailing,✅,✅,✅,✅,✅,✅,Ficha Técnica
457,Apertura de enlaces en mensajes de texto,✅,✅,✅,✅,✅,✅,Ficha Técnica
458,Visitas a Pagina Web,✅,✅,✅,❌,✅,❌,Ficha Técnica
459,Número de publicaciones e historias,✅,✅,✅,✅,✅,✅,Ficha Técnica
460,% de profesores (Contrato Indefinido- Fijo) impact,✅,✅,✅,✅,✅,✅,Ficha Técnica
462,Nivel Esfuerzo Editorial,✅,✅,✅,✅,✅,✅,Ficha Técnica
463,Cumplimiento de las acciones del Plan de mejoramie,✅,✅,✅,✅,✅,✅,Ficha Técnica
464,Impacto en Redes Sociales por Tipo de Red Social,✅,✅,✅,✅,✅,✅,Ficha Técnica
465,% de depuración histórico  SNIES,✅,✅,✅,✅,✅,✅,Ficha Técnica
466,NPS Estudiantes,✅,✅,✅,✅,✅,✅,Ficha Técnica
467,NPS Graduados,✅,✅,✅,✅,✅,✅,Ficha Técnica
468,CES General,✅,✅,✅,✅,✅,✅,Ficha Técnica
469,Cumplimiento Plan Anual Áreas sede Medellín,✅,✅,✅,✅,✅,✅,Ficha Técnica
470,Cumplimiento plan anual Secretaria académica y de ,✅,✅,✅,✅,✅,✅,Ficha Técnica
471,Cumplimiento plan anual Gerencia de Talento Humano,✅,✅,✅,✅,✅,✅,Ficha Técnica
472,Cobertura de Recolección de Variables ADA (Arquite,✅,✅,✅,✅,✅,✅,Ficha Técnica
473,Programas con planes de estudios definidos,✅,✅,✅,✅,✅,✅,Ficha Técnica
474,Programas con planes de estudios definidos por esc,✅,✅,✅,✅,✅,✅,Ficha Técnica
475,Número de renovaciones de registro calificado radi,✅,✅,✅,✅,✅,✅,Ficha Técnica
476,Programas con resultados de aprendizaje definidos,✅,✅,✅,✅,✅,✅,Ficha Técnica
477,Programas con planes de estudios definidos por esc,✅,✅,✅,✅,✅,✅,Ficha Técnica
478,Programas con planes de estudios definidos por esc,✅,✅,✅,✅,✅,✅,Ficha Técnica
479,Programas con resultados de aprendizaje definidos ,✅,✅,✅,✅,✅,✅,Ficha Técnica
480,Programas con resultados de aprendizaje definidos ,✅,✅,✅,✅,✅,✅,Ficha Técnica
481,Solicitudes de documentación completadas,✅,✅,✅,✅,✅,✅,Ficha Técnica
483,Tasa de incremento en la resolución de solicitudes,✅,✅,✅,✅,✅,✅,Ficha Técnica
484,Cumplimiento del Programa de la Cultura del Autocu,✅,✅,✅,✅,✅,✅,Ficha Técnica
485,Oportunidad en el cierre de acciones,✅,✅,✅,✅,✅,✅,Ficha Técnica
486,Número de visitas a la página web,✅,✅,✅,✅,✅,✅,Ficha Técnica
487,Impactados Talleres de formación,✅,✅,✅,✅,✅,✅,Ficha Técnica
488,Oportunidad en el cierre de actividades de los pla,✅,✅,✅,✅,✅,✅,Ficha Técnica
489,Cumplimiento en la evaluación de las oportunidades,✅,✅,✅,✅,✅,✅,Ficha Técnica
490,Nivel de Satisfacción Servicios Prestados - Planea,✅,✅,✅,✅,✅,✅,Ficha Técnica
491,Nivel de Satisfacción Servicios Prestados - Gestió,✅,✅,✅,✅,✅,✅,Ficha Técnica
492,Nivel de Satisfacción Servicios Prestados - Desemp,✅,✅,✅,✅,✅,✅,Ficha Técnica
493,Nivel de Satisfacción Servicios Prestados - Gestió,✅,✅,✅,✅,✅,✅,Ficha Técnica
494,Nivel de Satisfacción Servicios Prestados - Admini,✅,✅,✅,✅,✅,✅,Ficha Técnica
495,Nivel de Satisfacción Servicios Prestados - Contab,✅,✅,✅,✅,✅,✅,Ficha Técnica
496,Nivel de Satisfacción Servicios Prestados - Planea,✅,✅,✅,✅,✅,✅,Ficha Técnica
497,Nivel de Satisfacción Servicios Prestados - Tesore,✅,✅,✅,✅,✅,✅,Ficha Técnica
498,Nivel de Satisfacción Servicios Prestados - Centro,✅,✅,✅,✅,✅,✅,Ficha Técnica
499,Nivel de Satisfacción Servicios Prestados - Datos ,✅,✅,✅,✅,✅,✅,Ficha Técnica
500,Nivel de Satisfacción Servicios Prestados -Servici,✅,✅,✅,✅,✅,✅,Ficha Técnica
501,Nivel de Satisfacción Servicios Prestados -Gestión,✅,✅,✅,✅,✅,✅,Ficha Técnica
502,Nivel de Satisfacción Servicios Prestados -Formaci,✅,✅,✅,✅,✅,✅,Ficha Técnica
503,Nivel de Satisfacción Servicios Prestados -Gestión,✅,✅,✅,✅,✅,✅,Ficha Técnica
504,Nivel de Satisfacción Servicios Prestados - LEI,✅,✅,✅,✅,✅,✅,Ficha Técnica
505,Nivel de Satisfacción Servicios Prestados - Mercad,✅,✅,✅,✅,✅,✅,Ficha Técnica
506,Nivel de Satisfacción Servicios Prestados - Prácti,✅,✅,✅,✅,✅,✅,Ficha Técnica
507,Nivel de Satisfacción Servicios Prestados -Cultura,✅,✅,✅,✅,✅,✅,Ficha Técnica
508,Nivel de Satisfacción Servicios Prestados - Diseño,✅,✅,✅,✅,✅,✅,Ficha Técnica
98," Productos de investigación, innovación y creación",✅,✅,✅,✅,✅,✅,Ficha Técnica
99,Nivel de satisfacción del proceso de comunicacione,✅,✅,✅,✅,✅,❌,Ficha Técnica
482,Programas con resultados de aprendizaje definidos ,✅,✅,✅,✅,✅,✅,Ficha Técnica
419,Cumplimiento Plan Anual Áreas sede Medellín,✅,✅,✅,✅,✅,✅,Ficha Técnica
438,Seguimiento de asignación docente a NRC Pregrado-P,✅,✅,✅,✅,✅,✅,Ficha Técnica
461,Nivel Esfuerzo Editorial,✅,✅,✅,✅,✅,✅,Ficha Técnica
510,Frecuencia de incidentes de riesgos,✅,✅,✅,✅,✅,✅,Ficha Técnica
511,Eficacia de controles,✅,✅,✅,✅,✅,✅,Ficha Técnica
513,Nivel de cumplimiento del plan de seguimiento a co,✅,✅,✅,✅,✅,✅,Ficha Técnica
514,Porcentaje de causas con controles implementados,✅,✅,✅,✅,✅,✅,Ficha Técnica
800,Nivel de Satisfacción estudios internos,✅,✅,✅,✅,✅,✅,Ficha Técnica
509,Cumplimiento a cronograma de proyectos 2025,✅,✅,✅,✅,✅,✅,Ficha Técnica
515,Porcentaje de procesos de control implementados,✅,✅,✅,✅,✅,✅,Ficha Técnica
899,Total conversión,✅,✅,✅,✅,✅,✅,Ficha Técnica
524,Total Leads por canales de captación,✅,✅,✅,✅,✅,✅,Ficha Técnica
700,Tasa de exito de creación de programas y renovacio,✅,✅,✅,✅,✅,❌,Ficha Técnica
519,Tasa de indicadores PDI con cumplimiento de meta e,✅,✅,✅,✅,✅,❌,Ficha Técnica
520,Impactos (Salud),❌,✅,✅,❌,❌,❌,Ficha Técnica
521,Nivel de Satisfacción Servicios Prestados -Servici,✅,✅,✅,✅,✅,❌,Ficha Técnica
809,Nivel de Satisfacción Servicios Prestados -Cultura,❌,✅,✅,❌,✅,❌,Ficha Técnica
897,Permanencia por modalidad,✅,✅,✅,✅,✅,✅,Ficha Técnica
537,FCR- Resolución en primer contacto,✅,✅,✅,✅,✅,✅,Ficha Técnica
525,Auxilios Educativos - Metrica,✅,✅,✅,✅,✅,✅,Ficha Técnica
523,Ingresos totales de educación para la vida,✅,✅,✅,✅,✅,✅,Ficha Técnica
808,Percepción de la experiencia,❌,✅,✅,❌,❌,❌,Ficha Técnica
522,Asignaturas o módulos con mecanismos de evaluación,✅,✅,✅,✅,✅,✅,Ficha Técnica
820,"Percepción de la experiencia - Gestión, evaluación",✅,✅,✅,✅,✅,✅,Ficha Técnica
526,Cumplimiento Politica Polisigs,✅,✅,✅,✅,✅,✅,Ficha Técnica
898,Relación Estudiante-Docente Tiempo completo   (Pob,❌,✅,✅,❌,✅,❌,Ficha Técnica
826,Relación estudiante docente Tiempo Completo Equiva,❌,✅,✅,❌,✅,❌,Ficha Técnica
825,Docentes contratados  (Población AAC/Institucional,❌,✅,✅,❌,✅,❌,Ficha Técnica
824,Docentes con plan de trabajo asignado (Población A,❌,✅,✅,❌,✅,❌,Ficha Técnica
823,Total docentes por nivel de estudios (Población AA,✅,✅,✅,✅,✅,❌,Ficha Técnica
529,Oportunidad en la solución de solicitudes de infra,✅,✅,✅,✅,✅,✅,Ficha Técnica
966,Tasa de incremento en la resolución de solicitudes,❌,✅,✅,❌,✅,❌,Ficha Técnica
601,Percepción de la experiencia,✅,✅,✅,✅,✅,✅,Ficha Técnica
602,Percepción de la experiencia,✅,✅,✅,✅,✅,✅,Ficha Técnica
603,Percepción de la experiencia,✅,✅,✅,✅,✅,❌,Ficha Técnica
544,Producción de ambientes inmersivos LEI,✅,✅,✅,✅,✅,✅,Ficha Técnica
605,Producción de ambientes inmersivos CREA,✅,✅,✅,✅,✅,❌,Ficha Técnica
606,Participación en capacitaciones SST- Metrica,✅,✅,✅,✅,✅,✅,Ficha Técnica
607,Valoración de la experiencia institucional,❌,✅,✅,❌,✅,❌,Ficha Técnica
516,Porcentaje de colaboradores formados en cibersegur,✅,✅,✅,✅,✅,✅,Ficha Técnica
550,Nivel de satisfacción con las actividades de forma,✅,✅,✅,✅,✅,✅,Ficha Técnica
551,Evaluación del desempeño de los mentores,✅,✅,✅,✅,✅,✅,Ficha Técnica
530,"Índice de Cumplimiento del Sprint

",✅,✅,✅,✅,✅,✅,Ficha Técnica
531,Eficiencia de capacidad instalada,✅,✅,✅,✅,✅,✅,Ficha Técnica
538,Cumplimiento de sesiones de socialización de plane,✅,✅,✅,✅,✅,✅,Ficha Técnica
539,Satisfacción en la emisión de certificado,✅,✅,✅,✅,✅,✅,Ficha Técnica
805,Satisfacción con la estrategia de acompañamiento d,✅,✅,✅,✅,✅,✅,Ficha Técnica
549,CES Inscripción de asignaturas,✅,✅,✅,✅,✅,✅,Ficha Técnica
518,Cumplimiento Programa De Auditoría,✅,✅,✅,✅,✅,✅,Ficha Técnica
540,Nivel de Calidad de los Datos Cargados al SNIES,✅,✅,✅,✅,✅,✅,Ficha Técnica
527,Participación de Grupos de Interés en la construcc,✅,✅,✅,✅,✅,✅,Ficha Técnica
528,Participación de la comunidad en balance instituci,✅,✅,✅,✅,✅,✅,Ficha Técnica
546,Tasa de participación de graduados en instrumentos,✅,✅,✅,✅,✅,✅,Ficha Técnica
811,Tasa de cotización del graduado - Metrica,✅,✅,✅,✅,✅,✅,Ficha Técnica
812,Nivel de satisfacción del graduado con la instituc,✅,✅,✅,✅,✅,✅,Ficha Técnica
556,Cumplimiento Plan de formación Intitucional,✅,✅,✅,✅,✅,✅,Ficha Técnica
532,Actividades de Cooperación en Internacionalización,✅,✅,✅,✅,✅,✅,Ficha Técnica
533,Participación de estudiantes externos invitados a ,✅,✅,✅,✅,✅,✅,Ficha Técnica
534,Participación de estudiantes POLI en actividades d,✅,✅,✅,✅,✅,✅,Ficha Técnica
535,Participación de profesores externos invitados a a,✅,✅,✅,✅,✅,✅,Ficha Técnica
536,Participación de profesores POLI en actividades de,✅,✅,✅,✅,✅,✅,Ficha Técnica
967,Coherencia y Pertinencia de la Misión Instituciona,✅,✅,✅,✅,✅,✅,Ficha Técnica
968,Alineación del Proyecto Educativo Institucional (P,✅,✅,✅,✅,✅,✅,Ficha Técnica
552,Nivel de Satisfacción Servicios Prestados -Gestión,✅,✅,✅,✅,✅,✅,Ficha Técnica
553,Nivel de Satisfacción Servicios Prestados -Inscrip,✅,✅,✅,✅,✅,✅,Ficha Técnica
554,Nivel de Satisfacción Servicios Prestados -Permane,✅,✅,✅,✅,✅,✅,Ficha Técnica
555,Nivel de Satisfacción Servicios Prestados -Mercade,✅,✅,✅,✅,✅,✅,Ficha Técnica
969,Oportunidad en tiempos de fase inicio,❌,✅,✅,❌,✅,❌,Ficha Técnica
970,Oportunidad en tiempo de fase de cierre,❌,✅,✅,❌,✅,❌,Ficha Técnica
971,Cumplimiento a cronograma de proyectos 2026,❌,✅,✅,❌,✅,❌,Ficha Técnica
972,"
Seguimiento a ejecución presupuestal de los proye",✅,✅,✅,✅,✅,❌,Ficha Técnica
973,Índice de riesgos materializados en proyectos (Met,❌,✅,✅,❌,✅,❌,Ficha Técnica
974,Tiempo promedio de ciclo de un estudio (desde soli,❌,✅,✅,❌,✅,❌,Ficha Técnica
975,Nivel de cumplimiento de tamaños muestrales por gr,❌,✅,✅,❌,✅,❌,Ficha Técnica
976,Número de visitas al informe se sostenibilidad por,❌,✅,✅,❌,✅,❌,Ficha Técnica
977,Índice de oportunidad en el reporte de indicadores,✅,✅,✅,✅,✅,❌,Ficha Técnica
978,Tasa de cancelación de retos estratégicos,❌,✅,✅,❌,✅,❌,Ficha Técnica
979,Índice de confiabilidad y consistencia de datos de,❌,✅,✅,❌,✅,❌,Ficha Técnica
980,Participación en el despliegue del PDI 2026-2030,❌,✅,✅,❌,✅,❌,Ficha Técnica
329,Participación en actividades diseñadas para gradua,✅,✅,✅,✅,❌,❌,Indicadores por CMI
82,# de rutas diseñadas / #rutas implementadas,✅,✅,✅,✅,❌,❌,Indicadores por CMI
83,% de cumplimiento de implementación en cada eje,✅,✅,✅,✅,❌,❌,Indicadores por CMI
93,% avance plan de implementación,✅,✅,✅,✅,❌,❌,Indicadores por CMI
1,Innovación curricular,✅,✅,✅,✅,❌,❌,Indicadores por CMI
2,Plan Talento,✅,✅,✅,✅,❌,❌,Indicadores por CMI
3,Nuevo POLISIGS,✅,✅,✅,✅,❌,❌,Indicadores por CMI
4,Certificación SGA sede los Colores,✅,✅,✅,✅,❌,❌,Indicadores por CMI
5,Equidad de Genero,✅,✅,✅,✅,❌,❌,Indicadores por CMI
6,Portal Web Universitario,✅,✅,✅,✅,❌,❌,Indicadores por CMI
7,Data Lake Institucional,✅,✅,✅,✅,❌,❌,Indicadores por CMI
8,Catalogo de recursos virtuales,✅,✅,✅,✅,❌,❌,Indicadores por CMI
9,Monarca-Ecosistema Banner,✅,✅,✅,✅,❌,❌,Indicadores por CMI
10,Acreditación Institucional Sede Bogotá - Fase II -,✅,✅,✅,✅,❌,❌,Indicadores por CMI
11,Creación del Instituto de Educación para el trabaj,✅,✅,✅,✅,❌,❌,Indicadores por CMI
12,Creación del colegio de educación media virtual  -,✅,✅,✅,✅,❌,❌,Indicadores por CMI
13,Diseño del Modelo de Experiencia Institucional - F,✅,✅,✅,✅,❌,❌,Indicadores por CMI
14,Total Población,✅,✅,✅,❌,❌,❌,Indicadores por CMI
15,Plan anual Escuela De Ciencias Basicas,✅,✅,✅,✅,❌,❌,Indicadores por CMI
16,Plan anual Escuela De  Diseño,✅,✅,✅,✅,❌,❌,Indicadores por CMI
17,"Plan anual Escuela De Optimización, Infra Y Auto",✅,✅,✅,✅,❌,❌,Indicadores por CMI
18,Plan anual Escuela TIC,✅,✅,✅,✅,❌,❌,Indicadores por CMI
19,Plan anual Escuela De Administración y competitivi,✅,✅,✅,✅,❌,❌,Indicadores por CMI
20,Plan anual Escuela De Contabilidad Internacional,✅,✅,✅,✅,❌,❌,Indicadores por CMI
21,Plan anual Escuela De Negocios Y Desarrollo Intern,✅,✅,✅,✅,❌,❌,Indicadores por CMI
22,"Plan anual Escuela De Comunicaciones, Artes Visual",✅,✅,✅,✅,❌,❌,Indicadores por CMI
23,Plan anual Escuela De Educación E Innovación,✅,✅,✅,✅,❌,❌,Indicadores por CMI
24,Plan anual Escuela De Derecho Y Gobierno,✅,✅,✅,✅,❌,❌,Indicadores por CMI
25,Plan anual Escuela De Marketing Y Branding,✅,✅,✅,✅,❌,❌,Indicadores por CMI
26,"Plan anual Escuela De Psic, Talento Hum Y Soc",✅,✅,✅,✅,❌,❌,Indicadores por CMI
27,Plan anual Vicerrectoría de crecimiento,✅,✅,✅,✅,❌,❌,Indicadores por CMI
28,Plan anual Vicerrectoría del estudiante,✅,✅,✅,✅,❌,❌,Indicadores por CMI
29,Plan anual Vicerrectoría financiera,✅,✅,✅,✅,❌,❌,Indicadores por CMI
30,Plan anual Vicerrectoría academica,✅,✅,✅,✅,❌,❌,Indicadores por CMI
31,Plan anual Gerencia de estrategia,✅,❌,✅,✅,❌,❌,Indicadores por CMI
32,Plan anual Gerencia de talento humano y desarrollo,✅,✅,✅,✅,❌,❌,Indicadores por CMI
33,Plan anual Gerencia de Medellín,✅,❌,✅,✅,❌,❌,Indicadores por CMI
34,Plan anual Secretaría General,✅,✅,✅,✅,❌,❌,Indicadores por CMI
415.1,Plan anual Gerencia de operaciones,✅,✅,✅,✅,❌,❌,Indicadores por CMI
415.2,Plan anual Gerencia de servicio y permanencia,✅,✅,✅,✅,❌,❌,Indicadores por CMI
415.10,Plan anual Gerencia de tecnologÍa e innovación dig,✅,✅,✅,✅,❌,❌,Indicadores por CMI
415.3,Plan anual BI y analitica,✅,✅,✅,✅,❌,❌,Indicadores por CMI
415.4,Plan anual Facultad registro y control,✅,✅,✅,✅,❌,❌,Indicadores por CMI
415.5,Plan anual Dirección de experiencia e inclusión,✅,✅,✅,✅,❌,❌,Indicadores por CMI
415.6,Plan anual Direccion bienestar universitario y hue,✅,✅,✅,✅,❌,❌,Indicadores por CMI
42,Plan anual Gerencia de matriculas,✅,✅,✅,✅,❌,❌,Indicadores por CMI
43,Plan anual Gerencia de mercadeo,✅,✅,✅,✅,❌,❌,Indicadores por CMI
44,Plan anual Dirección de contabilidad,✅,✅,✅,✅,❌,❌,Indicadores por CMI
45,Plan anual Dirección de infraestructura,✅,✅,✅,✅,❌,❌,Indicadores por CMI
46,Plan anual Dirección planeación financiera y tesor,✅,✅,✅,✅,❌,❌,Indicadores por CMI
47,Plan anual Dirección de relacionamiento de CSU,✅,❌,✅,✅,❌,❌,Indicadores por CMI
48,Plan anual Jefatura administrativa,✅,✅,✅,✅,❌,❌,Indicadores por CMI
49,Plan anual Jefatura de compras,✅,✅,✅,✅,❌,❌,Indicadores por CMI
418.1,Plan anual Dirección aseguramiento de la calidad,✅,✅,✅,✅,❌,❌,Indicadores por CMI
418.2,Plan anual Dirección investigación innovación y cr,✅,✅,✅,✅,❌,❌,Indicadores por CMI
418.3,Plan anual Dirección relaciones nacionales e inter,✅,✅,✅,✅,❌,❌,Indicadores por CMI
418.4,Plan anual Secretaria academica y de extensión,✅,✅,✅,✅,❌,❌,Indicadores por CMI
418.5,Plan anual Dirección  de docencia,✅,✅,✅,✅,❌,❌,Indicadores por CMI
418.6,Plan anual Dirección de currículo presencial y vir,✅,✅,✅,✅,❌,❌,Indicadores por CMI
418.7,Plan anual Facultad ingeniería diseño e innovación,✅,✅,✅,✅,❌,❌,Indicadores por CMI
418.8,Plan anual Facultad negocios gestión y sostenibili,✅,✅,✅,✅,❌,❌,Indicadores por CMI
418.9,Plan anual Facultad sociedad cultura y creatividad,✅,✅,✅,✅,❌,❌,Indicadores por CMI
59,Plan anual FNGS-ADMON Y COMP- ADM DE EMPRESAS,✅,✅,✅,✅,❌,❌,Indicadores por CMI
60,Plan anual FNGS-CONTABILID INTERN-CONTADURIA,✅,✅,✅,✅,❌,❌,Indicadores por CMI
75,Plan anual COORDINACIÓN COMERCIAL B2G,✅,✅,✅,✅,❌,❌,Indicadores por CMI
76,Plan anual JEFE DE SERVICIO,✅,✅,✅,✅,❌,❌,Indicadores por CMI
14.1,Estudiantes Presencial,✅,✅,✅,✅,❌,❌,Indicadores por CMI
14.2,Estudiantes Virtual,✅,✅,✅,✅,❌,❌,Indicadores por CMI
14.3,Estudiantes Pregrado,✅,✅,✅,✅,❌,❌,Indicadores por CMI
14.4,Estudiantes Posgrado,✅,✅,✅,✅,❌,❌,Indicadores por CMI
386.1,Total Ingresos B2B,✅,✅,✅,✅,❌,❌,Indicadores por CMI
386.2,Total Ingresos B2G,✅,✅,✅,✅,❌,❌,Indicadores por CMI
386.3,Otros ingresos (Cursos -Opciones de grado),✅,✅,✅,✅,❌,❌,Indicadores por CMI
Med 1,Total Estudiantes  Sede Medellín,✅,✅,✅,✅,❌,❌,Indicadores por CMI
Med 1.1,Estudiante nuevos presencial pregrado,✅,✅,✅,✅,❌,❌,Indicadores por CMI
Med 1.2,Estudiante nuevos presencial posgrado,✅,✅,✅,✅,❌,❌,Indicadores por CMI
Med 1.3,Total estudiantes nuevos presencial Medellin ,✅,✅,✅,✅,❌,❌,Indicadores por CMI
Med 1.4,Estudiantes antiguos presencial Medellin ,✅,✅,✅,✅,❌,❌,Indicadores por CMI
Med 2,Total Estudiantes Pregrado nuevos y antiguos Medel,✅,✅,✅,✅,❌,❌,Indicadores por CMI
Med 3,Estudiantes Postgrado antiguos,✅,✅,✅,✅,❌,❌,Indicadores por CMI
Med 4,Total estudiantes Postgrado antiguos y nuevos Mede,✅,✅,✅,✅,❌,❌,Indicadores por CMI
Med 2.1,Estudiantes virtuales pregrado nuevos ,✅,✅,✅,✅,❌,❌,Indicadores por CMI
Med 4.1,Estudiantes virtuales posgrado nuevos ,✅,✅,✅,✅,❌,❌,Indicadores por CMI
Med 2.2,Estudiantes virtuales pregrado antiguos - Medellín,✅,✅,✅,✅,❌,❌,Indicadores por CMI
