Id,Indicador,Clasificacion,Linea,Periodicidad,Meta,Objetivo,Orden CMI,Nivel
228,Compensación de Gases de Efecto Invernadero,Operativo,Sostenibilidad,Anual,Promover una cultura de protección y cuidado del medio ambiente,"Contribuir a la inclusión, la proyección social y el cuidado del medio ambiente",53.0,Nivel 3
230,Ejecución de Eventos de Formación en Materia Ambiental,Operativo,Sostenibilidad,Semestral,,"Contribuir a la inclusión, la proyección social y el cuidado del medio ambiente",240.0,Nivel 3
231,Asistencia Eventos de Formación en Materia Ambiental,Operativo,Sostenibilidad,Semestral,,"Contribuir a la inclusión, la proyección social y el cuidado del medio ambiente",241.0,Nivel 3
232,Ejecución de las Comunicaciones en Materia Ambiental,Operativo,Sostenibilidad,Semestral,,"Contribuir a la inclusión, la proyección social y el cuidado del medio ambiente",242.0,Nivel 3
233,Impacto de las Comunicaciones Correo Electrónico,Operativo,Sostenibilidad,Trimestral,,"Contribuir a la inclusión, la proyección social y el cuidado del medio ambiente",243.0,Nivel 3
234,Impacto de las Comunicaciones en Materia Ambiental a Través de Redes Sociales - Instagram,Operativo,Sostenibilidad,Trimestral,,"Contribuir a la inclusión, la proyección social y el cuidado del medio ambiente",244.0,Nivel 3
235,Cumplimiento de Requisitos Legales Ambientales Aplicables,Operativo,Sostenibilidad,Anual,,"Contribuir a la inclusión, la proyección social y el cuidado del medio ambiente",245.0,Nivel 3
236,Actos Administrativos o Decisiones Judiciales Ambientales,Operativo,Sostenibilidad,Anual,,"Contribuir a la inclusión, la proyección social y el cuidado del medio ambiente",246.0,Nivel 3
237,Cumplimiento Proyecto nuevo Polisigs,Estratégico,Transformación_Organizacional,Mensual,Ampliar el alcance del Sistema Integrado - POLISIGS y su apropiación en la comunidad,Fortalecer la gestión por procesos y la toma de decisiones basada en el análisis de los datos,300.0,Nivel 1
238,Cumplimiento de la Protección del Medio Ambiente,Estratégico,Sostenibilidad,Trimestral,,"Contribuir a la inclusión, la proyección social y el cuidado del medio ambiente",247.0,Nivel 1
