Id,Indicador,Clasificacion,Linea,Periodicidad,Meta,Objetivo,Orden CMI,Nivel
296,Cumplimiento de planes de supervisión y monitoreo en la gestión del riesgo,Operativo,Transformación_Organizacional,Bimestral,,Fortalecer la gestión por procesos y la toma de decisiones basada en el análisis de los datos,330.0,Nivel 3
297,N de riesgos intervenidos,Operativo,Transformación_Organizacional,Bimestral,,Fortalecer la gestión por procesos y la toma de decisiones basada en el análisis de los datos,331.0,Nivel 3
298,N de riesgos materializados,Operativo,Transformación_Organizacional,Semestral,,Fortalecer la gestión por procesos y la toma de decisiones basada en el análisis de los datos,332.0,Nivel 3
300,Cumplimiento de Inspecciones de control,Operativo,Transformación_Organizacional,Trimestral,,Fortalecer la gestión por procesos y la toma de decisiones basada en el análisis de los datos,333.0,Nivel 3
301,Cumplimiento plan de trabajo,Operativo,Transformación_Organizacional,Trimestral,,Fortalecer la gestión por procesos y la toma de decisiones basada en el análisis de los datos,334.0,Nivel 3
302,N de solicitudes radicadas,Operativo,Transformación_Organizacional,Semestral,,Fortalecer la gestión por procesos y la toma de decisiones basada en el análisis de los datos,335.0,Nivel 3
303,Cumplimiento del cronograma de actividades de salud,Operativo,Transformación_Organizacional,Semestral,,Fortalecer la gestión por procesos y la toma de decisiones basada en el análisis de los datos,336.0,Nivel 3
304,Impacto de Campañas de promoción y prevención,Operativo,Transformación_Organizacional,Semestral,,Fortalecer la gestión por procesos y la toma de decisiones basada en el análisis de los datos,337.0,Nivel 3
305,Cumplimiento del plan anual de mantenimiento de equipos médicos,Operativo,Transformación_Organizacional,Anual,,Fortalecer la gestión por procesos y la toma de decisiones basada en el análisis de los datos,338.0,Nivel 3
306,Seguimiento KPI Plan de Desarrollo Institucional,Estratégico,Transformación_Organizacional,Trimestral,Impulsar la mejora y optimización de procesos,Fortalecer la gestión por procesos y la toma de decisiones basada en el análisis de los datos,339.0,Nivel 1
307,Organización de escenarios de visibilidad nacional e internacional,Estratégico,Calidad,Semestral,,Fortalecer la oferta educativa y la innovación curricular,98.0,Nivel 1
308,Movilidad Física Entrantes Profesores,Estratégico,Calidad,Semestral,,Fortalecer la oferta educativa y la innovación curricular,99.0,Nivel 1
309,Movilidad Física Profesores Salientes,Estratégico,Calidad,Semestral,,Fortalecer la oferta educativa y la innovación curricular,100.0,Nivel 1
310,Movilidad Física Entrante Estudiantes,Estratégico,Calidad,Semestral,,Fortalecer la oferta educativa y la innovación curricular,101.0,Nivel 1
311,Movilidad Física Saliente Estudiantes,Estratégico,Calidad,Semestral,,Fortalecer la oferta educativa y la innovación curricular,102.0,Nivel 1
312,Clases espejo,Estratégico,Calidad,Semestral,,Fortalecer la oferta educativa y la innovación curricular,103.0,Nivel 1
313,Seminarios y cursos internacionales virtuales impartidos y certificados por entidades externas,Estratégico,Calidad,Semestral,,Fortalecer la oferta educativa y la innovación curricular,104.0,Nivel 1
314,N de asignaturas COIL - (Collaborative Online International Learning),Estratégico,Calidad,Semestral,,Fortalecer la oferta educativa y la innovación curricular,105.0,Nivel 1
315,Num de programas con convenios de doble titulación,Estratégico,Calidad,Semestral,,Fortalecer la oferta educativa y la innovación curricular,106.0,Nivel 1
316,Asignaturas con sesiones en segundo idioma,Estratégico,Calidad,Semestral,,Fortalecer la oferta educativa y la innovación curricular,107.0,Nivel 1
317,Plan De Internacionalización A 7 Años,Operativo,Calidad,Anual,,Fortalecer la oferta educativa y la innovación curricular,108.0,Nivel 3
318,"Convenios, alianzas activas con actividades en los últimos 5 años",Operativo,Calidad,Anual,,Fortalecer la oferta educativa y la innovación curricular,109.0,Nivel 3
319,Nivel de cumplimiento de la gestión de internacionalización descrito en el plan de trabajo de la ORNI,Operativo,Calidad,Semestral,,Fortalecer la oferta educativa y la innovación curricular,110.0,Nivel 3
320,Participación docentes Poli en eventos académicos internacionales virtuales,Estratégico,Calidad,Semestral,,Fortalecer la oferta educativa y la innovación curricular,111.0,Nivel 1
321,Participación estudiantes Poli en eventos académicos internacionales virtuales,Estratégico,Calidad,Semestral,,Fortalecer la oferta educativa y la innovación curricular,112.0,Nivel 1
323,Número de renovaciones de registro calificado,Estratégico,Calidad,Semestral,"Contar con un portafolio de programas académicos innovador de calidad, pertinente y flexible, que responda a las necesidades del estudiante y del entorno.",Fortalecer la oferta educativa y la innovación curricular,4.0,Nivel 1
324,Número de programas nuevos radicados en el Ministerio de Educación,Estratégico,Calidad,Semestral,,Fortalecer la oferta educativa y la innovación curricular,113.0,Nivel 1
325,Número de programas nuevos con registro calificado aprobado,Estratégico,Calidad,Semestral,"Contar con un portafolio de programas académicos innovador de calidad, pertinente y flexible, que responda a las necesidades del estudiante y del entorno.",Fortalecer la oferta educativa y la innovación curricular,3.0,Nivel 1
326,Número de informes de autoevaluación con fines de acreditación en alta calidad radicados,Operativo,Calidad,Anual,,Asegurar la alta calidad a nivel institucional,114.0,Nivel 3
327,Número de programas con obtención de acreditación por primera vez,Estratégico,Calidad,Semestral,Al 2025 alcanzar la acreditación institucional en alta calidad de la sede Bogotá ,Asegurar la alta calidad a nivel institucional,5.0,Nivel 1
328,Nivel de encuestas obtenidas en el encuentro institucional de graduados,Estratégico,Experiencia,Anual,,Garantizar una experiencia significativa y de valor agregado a la comunidad POLI,177.0,Nivel 1
329,Participación en actividades diseñadas para graduados,Operativo,Experiencia,Anual,,Garantizar una experiencia significativa y de valor agregado a la comunidad POLI,178.0,Nivel 3
331,Nivel de empleabilidad del graduado,Operativo,Sostenibilidad,Anual,Mejorar la empleabilidad de nuestros graduados,"Contribuir a la inclusión, la proyección social y el cuidado del medio ambiente",51.0,Nivel 3
332,Índice de rotación,Estratégico,Transformación_Organizacional,Semestral,Implementar el Plan Talento para colaboradores alineado con la estrategia.,"Contar con un equipo humano feliz y apasionado, que trabaja de forma colaborativa para alcanzar las metas institucionales",63.0,Nivel 1
334,Resultado de la evaluación 360 (evaluación por competencias),Operativo,Transformación_Organizacional,Anual,Implementar el Plan Talento para colaboradores alineado con la estrategia.,"Contar con un equipo humano feliz y apasionado, que trabaja de forma colaborativa para alcanzar las metas institucionales",68.0,Nivel 3
335,Cumplimiento de diagnóstico necesidades de capacitación por área,Operativo,Transformación_Organizacional,Anual,,"Contar con un equipo humano feliz y apasionado, que trabaja de forma colaborativa para alcanzar las metas institucionales",340.0,Nivel 3
336,Materiales bibliográficos en formato físico con estado de perdida,Operativo,Transformación_Organizacional,Anual,,Fortalecer la gestión por procesos y la toma de decisiones basada en el análisis de los datos,341.0,Nivel 3
337,Número de programas con renovación de acreditación en alta calidad,Estratégico,Calidad,Semestral,,Asegurar la alta calidad a nivel institucional,115.0,Nivel 1
338,Número de programas con condiciones iniciales aprobadas,Estratégico,Calidad,Semestral,Ampliar el número de programas acreditables acreditados  en sede Bogotá,Asegurar la alta calidad a nivel institucional,116.0,Nivel 1
339,Programas acreditables acreditados Sede Bogotá,Estratégico,Calidad,Anual,Al 2025 alcanzar la acreditación institucional en alta calidad de la sede Bogotá ,Asegurar la alta calidad a nivel institucional,2.0,Nivel 1
340,Cumplimiento cronograma revisiones locativas,Operativo,Transformación_Organizacional,Trimestral,,Fortalecer la gestión por procesos y la toma de decisiones basada en el análisis de los datos,342.0,Nivel 3
341,Reducción de costos en gestión de abastecimiento,Estratégico,Sostenibilidad,Semestral,,Promover una cultura de optimización de recursos financieros como apalancador de la estrategia,250.0,Nivel 1
344,Cumplimiento del plan de Inducción institucional,Estratégico,Transformación_Organizacional,Semestral,,"Contar con un equipo humano feliz y apasionado, que trabaja de forma colaborativa para alcanzar las metas institucionales",343.0,Nivel 1
345,% de profesores impactados plan de desarrollo docente,Operativo,Calidad,Anual,"Avanzar en la construcción de una cultura de buena docencia centrada en el estudiante, su aprendizaje y en la excelencia pedagógica del equipo de profesores.",Fortalecer la oferta educativa y la innovación curricular,69.0,Nivel 3
346,% de profesores impactados en actividades de Bienestar,Operativo,Transformación_Organizacional,Anual,,"Contar con un equipo humano feliz y apasionado, que trabaja de forma colaborativa para alcanzar las metas institucionales",344.0,Nivel 3
347,Legalizaciones y anticipos,Operativo,Transformación_Organizacional,Trimestral,,Fortalecer la gestión por procesos y la toma de decisiones basada en el análisis de los datos,345.0,Nivel 3
348,Cuentas por pagar,Estratégico,Transformación_Organizacional,Trimestral,,Fortalecer la gestión por procesos y la toma de decisiones basada en el análisis de los datos,346.0,Nivel 1
349,Número de redes de investigación,Operativo,Calidad,Anual,,Asegurar la alta calidad a nivel institucional,117.0,Nivel 3
350,"Centros de investigación, ciencia y de apoyo a CTI en consolidación",Operativo,Calidad,Anual,,Asegurar la alta calidad a nivel institucional,118.0,Nivel 3
351,Partidas conciliatorias de bancos,Operativo,Transformación_Organizacional,Trimestral,,Fortalecer la gestión por procesos y la toma de decisiones basada en el análisis de los datos,347.0,Nivel 3
352,Nivel de facturas generadas con error,Estratégico,Transformación_Organizacional,Trimestral,,Fortalecer la gestión por procesos y la toma de decisiones basada en el análisis de los datos,348.0,Nivel 1
353,Cobertura de tableros BI en procesos,Estratégico,Transformación_Organizacional,Semestral,"Promover el uso de los datos, a partir del diseño e implementación de soluciones analíticas",Fortalecer la gestión por procesos y la toma de decisiones basada en el análisis de los datos,58.0,Nivel 1
354,Plan de formación en analitica,Operativo,Transformación_Organizacional,Semestral,,Fortalecer la gestión por procesos y la toma de decisiones basada en el análisis de los datos,349.0,Nivel 3
355,Indice de liquidez,Estratégico,Sostenibilidad,Anual,,Promover una cultura de optimización de recursos financieros como apalancador de la estrategia,251.0,Nivel 1
356,Indice de Endeudamiento,Estratégico,Sostenibilidad,Semestral,,Promover una cultura de optimización de recursos financieros como apalancador de la estrategia,252.0,Nivel 1
357,Cartera,Estratégico,Sostenibilidad,Semestral,,Promover una cultura de optimización de recursos financieros como apalancador de la estrategia,253.0,Nivel 1
358,Acompañamiento a estudiantes en practicas,Operativo,Calidad,Semestral,,Fortalecer la oferta educativa y la innovación curricular,119.0,Nivel 3
359,Satisfacción Institucional,Operativo,Experiencia,Semestral,,Garantizar una experiencia significativa y de valor agregado a la comunidad POLI,179.0,Nivel 3
360,Cumplimiento de cronogramas,Operativo,Experiencia,Semestral,,Garantizar una experiencia significativa y de valor agregado a la comunidad POLI,180.0,Nivel 3
361,Índice de Inclusión **,Estratégico,Sostenibilidad,Anual,Mantener altos índices de inclusión institucional,"Contribuir a la inclusión, la proyección social y el cuidado del medio ambiente",49.0,Nivel 1
362,Aseguramiento de matricula académica presencial,Operativo,Experiencia,Semestral,,Garantizar una experiencia significativa y de valor agregado a la comunidad POLI,181.0,Nivel 3
363,Seguimiento a la parametrización de aulas master y secciones de asignaturas,Operativo,Experiencia,Semestral,,Garantizar una experiencia significativa y de valor agregado a la comunidad POLI,182.0,Nivel 3
364,Impacto de actividades de Responsabilidad y proyección,Operativo,Sostenibilidad,Semestral,Propiciar espacios de interacción con la comunidad del entorno ,"Contribuir a la inclusión, la proyección social y el cuidado del medio ambiente",54.0,Nivel 3
365,Seguimiento de asignación docente a NRC Pregrado-Posgrado,Estratégico,Experiencia,Semestral,,Garantizar una experiencia significativa y de valor agregado a la comunidad POLI,183.0,Nivel 1
366,Normalización de cobros pecuniarios,Operativo,Experiencia,Anual,,Garantizar una experiencia significativa y de valor agregado a la comunidad POLI,184.0,Nivel 3
367,Estudiantes con Becas,Estratégico,Sostenibilidad,Anual,"Mantener hasta el 5% de estudiantes becados, sobre el total de estudiantes","Contribuir a la inclusión, la proyección social y el cuidado del medio ambiente",50.0,Nivel 1
368,Satisfacción de los estudiantes de Educación para toda la vida,Operativo,Educación_para_toda_la_vida,Trimestral,,Impulsar y potenciar la educación continua,449.0,Nivel 3
369,Participación de POLI- voluntariados (Estudiantes- Colaboradores),Estratégico,Sostenibilidad,Semestral,Propiciar espacios de interacción con la comunidad del entorno ,"Contribuir a la inclusión, la proyección social y el cuidado del medio ambiente",52.0,Nivel 1
370,Oportunidades de mejora - Huella Verde,Operativo,Transformación_Organizacional,Semestral,,Fortalecer la gestión por procesos y la toma de decisiones basada en el análisis de los datos,350.0,Nivel 3
371,Recaudación de fondos,Estratégico,Expansión,Semestral,,Crecer con compromiso social ,153.0,Nivel 1
372,Satisfacción de los clientes corporativos Educación para toda la vida,Operativo,Educación_para_toda_la_vida,Trimestral,,Impulsar y potenciar la educación continua,450.0,Nivel 3
373,Cumplimiento de planes anuales por líneas,Estratégico,Transformación_Organizacional,Trimestral,,Fortalecer la gestión por procesos y la toma de decisiones basada en el análisis de los datos,351.0,Nivel 1
374,Disponibilidad de máster modalidad virtual,Operativo,Experiencia,Semestral,,Garantizar una experiencia significativa y de valor agregado a la comunidad POLI,185.0,Nivel 3
375,Disponibilidad de catálogo de asignaturas pregrado y posgrado presencial,Operativo,Experiencia,Semestral,,Garantizar una experiencia significativa y de valor agregado a la comunidad POLI,186.0,Nivel 3
376,Cumplimiento EBIDTA,Estratégico,Sostenibilidad,Semestral,Incrementar los ingresos y el presupuesto de inversión en proyectos institucionales,Promover una cultura de optimización de recursos financieros como apalancador de la estrategia,44.0,Nivel 1
377,CAPEX,Estratégico,Sostenibilidad,Semestral,Incrementar los ingresos y el presupuesto de inversión en proyectos institucionales,Promover una cultura de optimización de recursos financieros como apalancador de la estrategia,55.0,Nivel 1
378,Proyectos tecnológicos,Estratégico,Transformación_Organizacional,Mensual,,"Asegurar una arquitectura tecnológica institucional, centrada en la experiencia de la comunidad educativa",352.0,Nivel 1
379,Total estudiantes nuevos,Estratégico,Expansión,Semestral,"En el 2026, alcanzar una población estudiantil superior a 70.000 estudiantes ",Crecer con compromiso social ,24.0,Nivel 1
380,Ingresos de matriculas de estudiantes nuevos,Estratégico,Sostenibilidad,Semestral,,Promover una cultura de optimización de recursos financieros como apalancador de la estrategia,254.0,Nivel 1
381,Cumplimiento de matrículas pregrado presencial nuevos,Estratégico,Expansión,Semestral,,Crecer con compromiso social ,135.0,Nivel 1
382,Cumplimiento de matrículas pregrado virtual nuevos,Estratégico,Expansión,Semestral,,Crecer con compromiso social ,136.0,Nivel 1
383,Cumplimiento de matrículas posgrado virtual nuevos,Operativo,Expansión,Semestral,,Crecer con compromiso social ,137.0,Nivel 3
384,Cumplimiento de matrículas posgrado presencial nuevos,Operativo,Expansión,Semestral,,Crecer con compromiso social ,138.0,Nivel 3
385,Ingresos totales de educación para la vida,Estratégico,Educación_para_toda_la_vida,Semestral,Incrementar en más del 50% los ingresos de B2B Y B2G para el año 2026,Impulsar y potenciar la educación continua,77.0,Nivel 1
386,Cumplimiento Meta comercial Educación para toda la vida por linea,Estratégico,Educación_para_toda_la_vida,Semestral,,Impulsar y potenciar la educación continua,451.0,Nivel 1
387,Programas con alineación curricular por escuela,Estratégico,Calidad,Semestral,Innovar en el currículo,Fortalecer la oferta educativa y la innovación curricular,120.0,Nivel 1
388,Programas con matriz de resultados de aprendizaje por escuela,Estratégico,Calidad,Semestral,,Fortalecer la oferta educativa y la innovación curricular,121.0,Nivel 1
389,Permanencia por escuela,Estratégico,Experiencia,Semestral,,Garantizar una experiencia significativa y de valor agregado a la comunidad POLI,187.0,Nivel 1
390,Cumplimiento Plan Anual por escuela,Estratégico,Transformación_Organizacional,Trimestral,,Fortalecer la gestión por procesos y la toma de decisiones basada en el análisis de los datos,353.0,Nivel 1
391,Satisfacción del cliente con campañas integradas de marketing,Estratégico,Expansión,Semestral,,Crecer con compromiso social ,139.0,Nivel 1
392,Ahorro institucional con base en la monetización de los servicios,Estratégico,Expansión,Semestral,,Crecer con compromiso social ,140.0,Nivel 1
393,Disminución de los tiempos empleados en el desarrollo de las solicitudes,Operativo,Expansión,Anual,,Crecer con compromiso social ,141.0,Nivel 3
394,Publicaciones en medios de comunicación Tier 1 y Tier 2,Estratégico,Expansión,Semestral,,Crecer con compromiso social ,142.0,Nivel 1
395,Publicaciones en medios de comunicación de la región Antioquia,Operativo,Expansión,Semestral,,Crecer con compromiso social ,143.0,Nivel 3
396,Publicaciones en el Campus Virtual,Operativo,Expansión,Semestral,,Crecer con compromiso social ,144.0,Nivel 3
397,Gestión de casos del Estudio de Emisión,Operativo,Expansión,Semestral,,Crecer con compromiso social ,145.0,Nivel 3
398,Participación en actividades de desarrollo de Cultura y Formación Emprendedora,Operativo,Experiencia,Semestral,,Garantizar una experiencia significativa y de valor agregado a la comunidad POLI,188.0,Nivel 3
399,Sesiones de Acompañamiento a emprendedores en creación de empresas,Operativo,Experiencia,Semestral,,Garantizar una experiencia significativa y de valor agregado a la comunidad POLI,189.0,Nivel 3
400,Puesta en marcha de proyectos de emprendimiento,Operativo,Experiencia,Semestral,,Garantizar una experiencia significativa y de valor agregado a la comunidad POLI,190.0,Nivel 3
401,Producción de nuevos MI-Books,Operativo,Calidad,Semestral,,Fortalecer la oferta educativa y la innovación curricular,122.0,Nivel 3
402,Informe anual de consulta de MI-Books,Estratégico,Calidad,Anual,,Fortalecer la oferta educativa y la innovación curricular,123.0,Nivel 1
403,Número de estudiantes que ha realizado la simulación,Estratégico,Calidad,Semestral,,Fortalecer la oferta educativa y la innovación curricular,124.0,Nivel 1
404,Casos presentados y solucionados,Estratégico,Calidad,Semestral,,Fortalecer la oferta educativa y la innovación curricular,125.0,Nivel 1
405,Proyecto de reingenieria y arquitectura de software LEI,Estratégico,Calidad,Semestral,,Fortalecer la oferta educativa y la innovación curricular,126.0,Nivel 1
406,Programas con condiciones iniciales aprobadas por facultad,Estratégico,Calidad,Semestral,,Asegurar la alta calidad a nivel institucional,127.0,Nivel 1
407,Programas 1ra fase de condiciones iniciales radicadas por facultad,Estratégico,Calidad,Semestral,,Asegurar la alta calidad a nivel institucional,128.0,Nivel 1
408,Programas nuevos radicados por facultad,Estratégico,Calidad,Semestral,,Asegurar la alta calidad a nivel institucional,129.0,Nivel 1
409,Oportunidad en tiempo de envios,Operativo,Transformación_Organizacional,Trimestral,,Fortalecer la gestión por procesos y la toma de decisiones basada en el análisis de los datos,354.0,Nivel 3
410,Solicitudes de gestión documental,Operativo,Transformación_Organizacional,Trimestral,,Fortalecer la gestión por procesos y la toma de decisiones basada en el análisis de los datos,355.0,Nivel 3
411,Cumplimiento Planes De Relacionamiento,Operativo,Expansión,Semestral,,Crecer con compromiso social ,146.0,Nivel 3
412,Participación en eventos externos de impacto,Operativo,Expansión,Anual,,Crecer con compromiso social ,147.0,Nivel 3
413,Participación del Poli como sede o patrocinador,Operativo,Expansión,Anual,,Crecer con compromiso social ,148.0,Nivel 3
414,Cumplimiento Plan Anual Rectoría,Estratégico,Transformación_Organizacional,Trimestral,,Fortalecer la gestión por procesos y la toma de decisiones basada en el análisis de los datos,380.0,Nivel 1
415,Cumplimiento Plan Anual Vicerrectoría del estudiante,Estratégico,Transformación_Organizacional,Trimestral,,Fortalecer la gestión por procesos y la toma de decisiones basada en el análisis de los datos,381.0,Nivel 1
416,Cumplimiento Plan Anual Vicerrectoría de crecimiento,Estratégico,Transformación_Organizacional,Trimestral,,Fortalecer la gestión por procesos y la toma de decisiones basada en el análisis de los datos,382.0,Nivel 1
417,Cumplimiento Plan Anual Vicerrectoría Financiera,Estratégico,Transformación_Organizacional,Trimestral,,Fortalecer la gestión por procesos y la toma de decisiones basada en el análisis de los datos,383.0,Nivel 1
418,Cumplimiento Plan Anual Vicerrectoría Académica,Estratégico,Transformación_Organizacional,Trimestral,,Fortalecer la gestión por procesos y la toma de decisiones basada en el análisis de los datos,384.0,Nivel 1
419,Cumplimiento Plan Anual Áreas sede Medellín 2023,Estratégico,Transformación_Organizacional,Trimestral,,Fortalecer la gestión por procesos y la toma de decisiones basada en el análisis de los datos,385.0,Nivel 1
420,Cumplimiento Plan Anual Gerencia de estrategia,Estratégico,Transformación_Organizacional,Trimestral,,Fortalecer la gestión por procesos y la toma de decisiones basada en el análisis de los datos,386.0,Nivel 1
421,Total Leads por canales de captación,Operativo,Expansión,Semestral,,Crecer con compromiso social ,149.0,Nivel 3
422,Total conversión,Estratégico,Expansión,Semestral,,Crecer con compromiso social ,150.0,Nivel 1
423,Brand equity,Estratégico,Expansión,Anual,Posicionar al POLI como una de las opciones más atractivas para iniciar los estudios de educación superior.,Crecer con compromiso social ,30.0,Nivel 1
424,Conocimiento espontaneo,Estratégico,Expansión,Anual,Posicionar al POLI como una de las opciones más atractivas para iniciar los estudios de educación superior.,Crecer con compromiso social ,31.0,Nivel 1
425,Cumplimiento Leads Educación para la vida,Operativo,Educación_para_toda_la_vida,Semestral,,Impulsar y potenciar la educación continua,452.0,Nivel 3
426,Cumplimiento en la respuesta a solicitudes de comunicaciones internas,Operativo,Transformación_Organizacional,Semestral,,Fortalecer la gestión por procesos y la toma de decisiones basada en el análisis de los datos,387.0,Nivel 3
82,# de rutas diseñadas / #rutas implementadas,Operativo,Experiencia,Semestral,,Garantizar una experiencia significativa y de valor agregado a la comunidad POLI,191.0,Nivel 3
83,% de cumplimiento de implementación en cada eje,Operativo,Experiencia,Semestral,,Garantizar una experiencia significativa y de valor agregado a la comunidad POLI,192.0,Nivel 3
93,% avance plan de implementación,Operativo,Experiencia,Semestral,,Garantizar una experiencia significativa y de valor agregado a la comunidad POLI,193.0,Nivel 3
1,Innovación curricular - Fase I,Estratégico,Calidad,Mensual,Innovar en el currículo,Fortalecer la oferta educativa y la innovación curricular,11.0,Nivel 1
2,Plan Talento,Estratégico,Transformación_Organizacional,Mensual,Contribuir a la formación permanente del equipo humano,"Contar con un equipo humano feliz y apasionado, que trabaja de forma colaborativa para alcanzar las metas institucionales",64.0,Nivel 1
3,Nuevo POLISIGS,Estratégico,Transformación_Organizacional,Mensual,Ampliar el alcance del Sistema Integrado - POLISIGS y su apropiación en la comunidad,Fortalecer la gestión por procesos y la toma de decisiones basada en el análisis de los datos,65.0,Nivel 1
4,Certificación SGA sede los Colores,Estratégico,Sostenibilidad,Mensual,Promover una cultura de protección y cuidado del medio ambiente,"Contribuir a la inclusión, la proyección social y el cuidado del medio ambiente",56.0,Nivel 1
5,Equidad de Genero,Estratégico,Sostenibilidad,Mensual,,"Contribuir a la inclusión, la proyección social y el cuidado del medio ambiente",255.0,Nivel 1
6,Portal Universitario,Estratégico,Transformación_Organizacional,Mensual,"Contar con una arquitectura IT implementada al 100%, con un 99,7% de disponibilidad","Asegurar una arquitectura tecnológica institucional, centrada en la experiencia de la comunidad educativa",59.0,Nivel 1
7,Data Lake Institucional,Estratégico,Transformación_Organizacional,Mensual,"Contar con una arquitectura IT implementada al 100%, con un 99,7% de disponibilidad","Asegurar una arquitectura tecnológica institucional, centrada en la experiencia de la comunidad educativa",60.0,Nivel 1
8,Catalogo de recursos virtuales,Estratégico,Calidad,Mensual,,Asegurar la alta calidad a nivel institucional,130.0,Nivel 1
9,Monarca-Ecosistema Banner,Estratégico,Transformación_Organizacional,Mensual,"Contar con una arquitectura IT implementada al 100%, con un 99,7% de disponibilidad","Asegurar una arquitectura tecnológica institucional, centrada en la experiencia de la comunidad educativa",61.0,Nivel 1
10,Acreditación Institucional Sede Bogotá - Fase II - Condiciones iniciales,Estratégico,Calidad,Mensual,Al 2025 alcanzar la acreditación institucional en alta calidad de la sede Bogotá ,Asegurar la alta calidad a nivel institucional,1.0,Nivel 1
11,Creación del Instituto de Educación para el trabajo y el desarrollo humano - Stand By,Estratégico,Educación_para_toda_la_vida,Mensual,Creación del Instituto para la Educación para el Trabajo y el Desarrollo Humano a través del cual se propone ofrecer 10 programas de IETDH con 750 estudiantes por programa al año 2026.,Incursionar en los niveles de educación media y de educación para el trabajo y el desarrollo humano,81.0,Nivel 1
12,Creación del colegio de educación media virtual  - Stand By,Estratégico,Educación_para_toda_la_vida,Mensual,Creación del colegio virtual -Tener una matrícula de 100 estudiantes en los niveles décimo y once de educación media al año 2026.,Incursionar en los niveles de educación media y de educación para el trabajo y el desarrollo humano,82.0,Nivel 1
13,Diseño del Modelo de Experiencia Institucional - Fase 2,Estratégico,Experiencia,Mensual,"Diseñar e implementar el Modelo de experiencia institucional donde se definan los principios, valores, cualidades, indicadores y variables.",Garantizar una experiencia significativa y de valor agregado a la comunidad POLI,38.0,Nivel 1
14,Total Población,Estratégico,Expansión,Semestral,"En el 2026, alcanzar una población estudiantil superior a 70.000 estudiantes ",Crecer con compromiso social ,23.0,Nivel 1
15,Plan anual Escuela De Ciencias Basicas,Estratégico,Transformación_Organizacional,Trimestral,,Fortalecer la gestión por procesos y la toma de decisiones basada en el análisis de los datos,388.0,Nivel 1
16,Plan anual Escuela De  Diseño,Estratégico,Transformación_Organizacional,Trimestral,,Fortalecer la gestión por procesos y la toma de decisiones basada en el análisis de los datos,389.0,Nivel 1
17,"Plan anual Escuela De Optimización, Infra Y Auto",Estratégico,Transformación_Organizacional,Trimestral,,Fortalecer la gestión por procesos y la toma de decisiones basada en el análisis de los datos,390.0,Nivel 1
18,Plan anual Escuela TIC,Estratégico,Transformación_Organizacional,Trimestral,,Fortalecer la gestión por procesos y la toma de decisiones basada en el análisis de los datos,391.0,Nivel 1
19,Plan anual Escuela De Administración y competitividad,Estratégico,Transformación_Organizacional,Trimestral,,Fortalecer la gestión por procesos y la toma de decisiones basada en el análisis de los datos,392.0,Nivel 1
20,Plan anual Escuela De Contabilidad Internacional,Estratégico,Transformación_Organizacional,Trimestral,,Fortalecer la gestión por procesos y la toma de decisiones basada en el análisis de los datos,393.0,Nivel 1
21,Plan anual Escuela De Negocios Y Desarrollo Internacional,Estratégico,Transformación_Organizacional,Trimestral,,Fortalecer la gestión por procesos y la toma de decisiones basada en el análisis de los datos,394.0,Nivel 1
22,"Plan anual Escuela De Comunicaciones, Artes Visuales Y Digitales",Estratégico,Transformación_Organizacional,Trimestral,,Fortalecer la gestión por procesos y la toma de decisiones basada en el análisis de los datos,395.0,Nivel 1
23,Plan anual Escuela De Educación E Innovación,Estratégico,Transformación_Organizacional,Trimestral,,Fortalecer la gestión por procesos y la toma de decisiones basada en el análisis de los datos,396.0,Nivel 1
24,Plan anual Escuela De Derecho Y Gobierno,Estratégico,Transformación_Organizacional,Trimestral,,Fortalecer la gestión por procesos y la toma de decisiones basada en el análisis de los datos,397.0,Nivel 1
25,Plan anual Escuela De Marketing Y Branding,Estratégico,Transformación_Organizacional,Trimestral,,Fortalecer la gestión por procesos y la toma de decisiones basada en el análisis de los datos,398.0,Nivel 1
26,"Plan anual Escuela De Psic, Talento Hum Y Soc",Estratégico,Transformación_Organizacional,Trimestral,,Fortalecer la gestión por procesos y la toma de decisiones basada en el análisis de los datos,399.0,Nivel 1
27,Plan anual Vicerrectoría de crecimiento,Estratégico,Transformación_Organizacional,Trimestral,,Fortalecer la gestión por procesos y la toma de decisiones basada en el análisis de los datos,400.0,Nivel 1
28,Plan anual Vicerrectoría del estudiante,Estratégico,Transformación_Organizacional,Trimestral,,Fortalecer la gestión por procesos y la toma de decisiones basada en el análisis de los datos,401.0,Nivel 1
29,Plan anual Vicerrectoría financiera,Estratégico,Transformación_Organizacional,Trimestral,,Fortalecer la gestión por procesos y la toma de decisiones basada en el análisis de los datos,402.0,Nivel 1
30,Plan anual Vicerrectoría academica,Estratégico,Transformación_Organizacional,Trimestral,,Fortalecer la gestión por procesos y la toma de decisiones basada en el análisis de los datos,403.0,Nivel 1
31,Plan anual Gerencia de estrategia,Estratégico,Transformación_Organizacional,Trimestral,,Fortalecer la gestión por procesos y la toma de decisiones basada en el análisis de los datos,404.0,Nivel 1
32,Plan anual Gerencia de talento humano y desarrollo,Estratégico,Transformación_Organizacional,Trimestral,,Fortalecer la gestión por procesos y la toma de decisiones basada en el análisis de los datos,405.0,Nivel 1
33,Plan anual Gerencia de Medellín,Estratégico,Transformación_Organizacional,Trimestral,,Fortalecer la gestión por procesos y la toma de decisiones basada en el análisis de los datos,406.0,Nivel 1
